,0,1
0,0.4584274667324575,0.14965728453801244
1,0.4980283895274699,0.2634920756740097
2,0.5333766903700432,0.4293888813078071
3,0.5711421535275067,0.14235474595118955
4,0.5713357178231813,0.2594738074261709
5,0.5713957212953034,0.42615719121707646
6,0.6838768821967222,0.14957459779680798
7,0.6446462876804464,0.2634932601227256
8,0.6094246075435926,0.4293617814012102
9,0.4757313924827323,0.3046686389548815
10,0.507786555192995,0.3712944952550952
11,0.7015375673439449,0.47658814487398016
12,0.5712049246266983,0.3002496273291816
13,0.5713541735838892,0.3680324607202141
14,0.4328861014283315,0.48508538100136056
15,0.6666921835610586,0.30462420775827703
16,0.6349285932287353,0.3712690456620507
17,0.44455108748510735,0.4786927899773962
18,0.48357067111777924,0.44365423123917663
19,0.5089985017124524,0.4574011598356471
20,0.47841092447629435,0.5313373399451522
21,0.5712104414435674,0.4411425551681363
22,0.5713513186001339,0.4554909775480399
23,0.7292921868232967,0.4630129702115267
24,0.658862395152096,0.44363408965544976
25,0.6337108116109373,0.4573854690024018
26,0.7057763423011758,0.5157527100184732
27,0.5714285714285714,0.5714285714285714
